New Jersey School Directory
Non-Public Schools
County Code,District Code,School Code,School Name,Address1,Address2,City,State,Zip,Mail Addr1,Mail Addr2,Mail City,Mail State,Mail Zip,Phone,Contact Name,Contact Title,Contact Email,Profit,Pub. Sch. Dist.
"=""14""","=""0371""","=""41D""",Alif Muhammad's Nia School,17 Academy St suite 706,suite 706,NEWARK,NJ,"=""07102""","17 Academy St., Suite 208",,NEWARK,NJ,"=""07102""","=""(973)242-6610""",Alif Muhammad,President,alifmuhammad1972@gmail.com,"NOT-FOR-PROFIT"""
"=""28""","=""0897""","=""26I""",All Saints Academy,189 BALDWIN ROAD,,PARSIPPANY,NJ,"=""07054""",189 Baldwin Road,,PARSIPPANY,NJ,"=""07054""","=""(973)334-4704 x302""",Leanne Gonzalez,Principal,lgonzalez@allsaintspar.org,"NOT-FOR-PROFIT"""
"=""18""","=""0449""","=""14E""",All Saints Catholic Academy,19 WEST 13TH ST,,BAYONNE,NJ,"=""07002""",19 West 13th Street,,BAYONNE,NJ,"=""07002""","=""(201)443-8384""",Mr John Rios,Principal,johnrios@allsaintcatholicacademy.com,"NOT-FOR-PROFIT"""
"=""18""","=""0453""","=""17E""",All Saints Episcopal Day School,707 WASHINGTON STREET,,HOBOKEN,NJ,"=""07030""",707 Washington St.,,HOBOKEN,NJ,"=""07030""","=""(201)792-0736""",Tom Trigg,Head of School,ttrigg@allsaintsdayschool.org,"NOT-FOR-PROFIT"""
"=""24""","=""0684""","=""31G""",Alphabet Academy,186 INMAN AVE,,COLONIA,NJ,"=""07067""",186 Inman Ave.,,COLONIA,NJ,"=""07067""","=""(732)381-8323""",Loretta Gelfand,Director,mipalo1981@aol.com,"FOR-PROFIT"""
"=""28""","=""0834""","=""67H""",Alphabetland / Amer Islamic Academy,110 HARRISON ST,,BOONTON,NJ,"=""07005""",110 Harrison Street,,BOONTON,NJ,"=""07005""","=""(973)588-4059""",Kulsum Aamer,Director,diralpha@jmic.org,"NOT-FOR-PROFIT"""
"=""04""","=""1427""","=""21S""",Am-Tree Developmental Nursery School,115 Spring Valley Rd.,,Montvale,NJ,"=""07645""",115 Spring Valley Rd.,,Montvale,NJ,"=""07645""","=""(201)391-8103""",Christine Datolli,Asst. Director,info.amtree@amtree.com,"FOR-PROFIT"""
"=""26""","=""0718""","=""61G""",Am2Pm Childcare Learning Center,1000 STATE HIGHWAY 36,,HAZLET,NJ,"=""07730""",20 SHALLOW BROOK ROAD,,MORGANVILLE,NJ,"=""07751""","=""(732)264-3200""",R. KHANNA,ADMIN,RNK8@AOL.COM,"NOT-FOR-PROFIT"""
"=""34""","=""2157""","=""26P""",Amazing Grace Early Education Center,89 West Mill St.,,Pedricktown,NJ,"=""08067""",PO Box 425,,Pedricktown,NJ,"=""08067""","=""(856)294-5433""",Shelley McFarland,Owner/Director,smcfarland@ageec.net,"FOR-PROFIT"""
"=""26""","=""1023""","=""38J""",Ambassador Christian Academy,4041 Squankum-Allewood Rd,,Allenwood,NJ,"=""08720""",4041 Squankum-Allewood Rd,,Allenwood,NJ,"=""08720""","=""(732)341-0860""",Dr. Marcia Serenelli,Head of School,mserenelli@ambassadornj.org,"NOT-FOR-PROFIT"""
"=""16""","=""0422""","=""88D""",Ambassador Christian Academy,190 Lambs Rd.,,Sewell,NJ,"=""08080""",190 Lambs Rd.,,Sewell,NJ,"=""08080""","=""856-589-8900 x5""",Jessica Hartwell,Principal,jhartwell@acaschool.net,"NOT-FOR-PROFIT"""
"=""28""","=""0914""","=""41I""",American Christian School,126 SOUTH HILLSIDE AVE,,SUCCASUNNA,NJ,"=""07876""",126 South Hillside Ave,,SUCCASUNNA,NJ,"=""07876""","=""(973)584-6616""",Mrs. Kristen Brennan,Head of School,admin@acs-nj.org,"NOT-FOR-PROFIT"""
"=""28""","=""1977""","=""12W""",American Christian School (A),100 Academy St.,,Rockaway,NJ,"=""07866""",100 Academy St.,,Rockaway,NJ,"=""07866""","=""(973)328-1352""",Kristen Brennan,Head of School,kbrennan@acs-nj.org,"NOT-FOR-PROFIT"""
"=""24""","=""0654""","=""04G""",Annoor Academy,1000 Hoes Lane,,PISCATAWAY,NJ,"=""08854""",P.O. Box 455,,PISCATAWAY,NJ,"=""08854""","=""(732)667-5300""",Nora Salem,Head of School Operations,info@annooracademy.com,"NOT-FOR-PROFIT"""
"=""26""","=""1428""","=""21T""",Apple Hill Academy,205 Elton Adelphia Rd.,,Freehold,NJ,"=""07728""",205 Elton Adelphia Rd.,,Freehold,NJ,"=""07728""","=""(732)607-5899""",Helene Tanzer,Director,helene@applehillacademy.com,"FOR-PROFIT"""
"=""06""","=""1669""","=""25B""",Apple Monetessori Schools,1401 South Church St.,,Mount Laurel,NJ,"=""08054""","710 Rt. 46 East, Suite 301",,Fairfeild,NJ,"=""07004""","=""(973)2836400""",MaryAnn Birchler,Director,mountlaurel@applemontessorischools.com,"FOR-PROFIT"""
"=""18""","=""1764""","=""04C""",Apple Montessori Of Hoboken,1055 Maxwell Lane,,HOBOKEN,NJ,"=""07030""",5 NEWARK POMPTON TURNPIKE,,RIVERDALE,NJ,"=""07457""","=""(201)963-4949""","Andreas Dimitratos ","Director ",dimitratos@applemontessorischools.com,"NOT-FOR-PROFIT"""
"=""24""","=""1335""","=""00J""",Apple Montessori Of Metuchen,12 Center St,,METUCHEN,NJ,"=""08840""",12 Center Street,,Metuchen,NJ,"=""08840""","=""(732)205-1515 x2""",Srividya Rajagopalan,Director,metuchen@applemontessorischools.com,"FOR-PROFIT"""
"=""32""","=""1092""","=""01K""",Apple Montessori Of Wayne,25 NEVINS ROAD,,WAYNE,NJ,"=""07470""",25 Nevins Road,30 linden road,WAYNE,NJ,"=""07470""","=""(973)696-9750""",Christine Wyckoff,Director,wyckoff@applemontessorischools.com,"FOR-PROFIT"""
"=""22""","=""2174""","=""27D""",Apple Montessori School - East Windsor,300D Princeton Hightstown Road,,East Windsor,NJ,"=""08520""",300D Princeton Hightstown Road,,East Windsor,NJ,"=""08520""","=""999-999-9999""",Shruthi Menon,Human Resource Admin.,eastwindsor@applemontessorischools.com,"FOR-PROFIT"""
"=""36""","=""2186""","=""27R""",Apple Montessori School - Hillsborough,302 South Branch Road,,Hillsborough,NJ,"=""08844""",302 South Branch Road,,Hillsborough,NJ,"=""08844""","=""(973)559-3815""",Simone Clark,Human Resource Admin.,clark@applemontessorischools.com,"FOR-PROFIT"""
"=""04""","=""1391""","=""14F""",Apple Montessori School of Cliffside Park,600 George Road,,Cliffside Park,NJ,"=""07010""",600 George Road,,Cliffside Park,NJ,"=""07010""","=""(201)840-1703""",Ajournae Rogers,Director,cliffsidepark@applemontessorischools.com,"NOT-FOR-PROFIT"""
"=""04""","=""0033""","=""31A""",Apple Montessori School Of Edgewater,8 ADELAIDE PLACE,,EDGEWATER,NJ,"=""07020""",8 ADELAIDE PLACE,,EDGEWATER,NJ,"=""07020""","=""(201)224-6603""",Yesenia Barias,"Center Director ",edgewater@applemontessorischools.com,"NOT-FOR-PROFIT"""
"=""24""","=""0599""","=""54F""",Apple Montessori School Of Edison,2825 WOODBRIDGE AVE,,EDISON,NJ,"=""08817""",2825 WOODBRIDGE AVE,,EDISON,NJ,"=""08817""","=""(732)494-4111 x2""",Naomi Stark,Regional Director,edison@applemontessorischools.com,"FOR-PROFIT"""
"=""18""","=""1389""","=""14E""",Apple Montessori School of Hoboken,220 Sinatra Drive,,Hoboken,NJ,"=""07030""",220 Sinatra Drive,,Hoboken,NJ,"=""07030""","=""(201)222-1464""",Latoya Dawson,Director,Ldawson@applemontessorischools.com,"FOR-PROFIT"""
"=""28""","=""0862""","=""92H""",Apple Montessori School Of Kinnelon,10 MAPLE LAKE ROAD,,KINNELON,NJ,"=""07405""",10 Maple Lake Road,,KINNELON,NJ,"=""07405""","=""(973)838-2122""","Anne Weinberg ",Director,Weinberg@applemontessorischools.com,"FOR-PROFIT"""
"=""28""","=""0895""","=""24I""",Apple Montessori School Of Morris Plains,1339 LITTLETON ROAD,,MORRIS PLAINS,NJ,"=""07950""",1339 Littleton Road,,MORRIS PLAINS,NJ,"=""07950""","=""(973)538-1276""",Elizabeth Devine,Director,devine@applemontessorischools.com,"FOR-PROFIT"""
"=""04""","=""0093""","=""85A""",Apple Montessori School Of Oakland,192 RAMAPO VALLEY ROAD,,OAKLAND,NJ,"=""07436""",192 Ramapo Valley Rd,,OAKLAND,NJ,"=""07436""","=""(201)337-0183""",Breanna Sinisi,"Director ",oakland@applemontessorischools.com,"FOR-PROFIT"""
"=""28""","=""0905""","=""33I""",Apple Montessori School Of Randolph,470 MILLBROOK AVE.,,RANDOLPH,NJ,"=""07869""",470 MILLBROOK AVE.,,RANDOLPH,NJ,"=""07869""","=""(973)328-7737 x2""",Elizabeth Devine,Director,devine@applemontessorischools.com,"FOR-PROFIT"""
"=""28""","=""0871""","=""01I""",Apple Montessori School Of Towaco,9 WAUGHAW ROAD,,TOWACO,NJ,"=""07082""",9 Waughaw Road,,TOWACO,NJ,"=""07082""","=""(973)331-8141  ext:2""",Chelsea Finley,Director,towaco@applemontessorischools.com,"FOR-PROFIT"""
"=""36""","=""1823""","=""06W""",Apple Montessori School of Warren,117 Mt. Bethel Rd,,Warren,NJ,"=""07059""",117 Mt. Bethel Rd,,Warren,NJ,"=""07059""","=""(908)-660-0031""",Ashley Donohue,Director,donohue@applemontessorischools.com,"FOR-PROFIT"""
"=""40""","=""2215""","=""29U""",Apple Montessori Schools - Westfield,425 South Avenue East,,Westfield,NJ,"=""07090""",425 South Avenue East,,Westfield,NJ,"=""07090""","=""(973) 559-3815""",Danielle Selby,Administrator,selby@applemontessorischools.com,"FOR-PROFIT"""
"=""04""","=""0076""","=""70A""",Apple Montessorischool Of Mahwah,75 EAST RAMAPO AVENUE,,MAHWAH,NJ,"=""07430""",75 East Ramapo Ave,,MAHWAH,NJ,"=""07430""","=""(201)512-1141""",Ms. Ferentinos,"Assistant Director ",ferentinos@applemontessorischools.com,"FOR-PROFIT"""
"=""36""","=""1121""","=""27K""",Apples & Books Learning Center,1036 ROUTE 202,,BRANCHBURG,NJ,"=""08876""",1036 ROUTE 202,,BRANCHBURG,NJ,"=""08876""","=""(908)429-4275""",Vanessa Carey,Director,applesbooks@verizon.net,"NOT-FOR-PROFIT"""
"=""28""","=""0861""","=""91H""",Arrow Academy,90 Whippany Road,,WHIPPANY,NJ,"=""07981""",90 Whippany Road,,WHIPPANY,NJ,"=""07981""","=""(973)888-2083 """,Won Kyu Rim,Principal,q@thearrowacademy.org,"NOT-FOR-PROFIT"""
"=""24""","=""0652""","=""02G""",Assumption Catholic School,MEREDITH & JACQUES STREET,,PERTH AMBOY,NJ,"=""08861""",Meredith and Jacques Sts,,PERTH AMBOY,NJ,"=""08861""","=""(732)826-8721""",Mrs. Lissette Shumny,Principal,lshumnyl@assumptioncatholicschool.net,"NOT-FOR-PROFIT"""
"=""04""","=""0035""","=""33A""",Assumption Early Childhood Center,35 JEFFERSON AVENUE,,EMERSON,NJ,"=""07630""",35 JEFFERSON AVENUE,,EMERSON,NJ,"=""07630""","=""(201)262-0300""",Ms Susan Jurevich,DIRECTOR,sjurevich@assumptionacad.org,"NOT-FOR-PROFIT"""
"=""02""","=""0015""","=""15A""",Assumption Regional Catholic School,146 SOUTH PITNEY ROAD,,GALLOWAY,NJ,"=""08205""",146 S. PITNEY ROAD,,GALLOWAY,NJ,"=""08205""","=""(609)652-7134""",Joanne McKnight,PRINCIPAL,principal@arcsgalloway.org,"NOT-FOR-PROFIT"""
"=""28""","=""0882""","=""12I""",Assumption School,63 MACCULLOCH AVE,,MORRISTOWN,NJ,"=""07960""",63 Macculloch Avenue,,MORRISTOWN,NJ,"=""07960""","=""(973)538-0590""",Sister Merris Larkin,Principal,mlarkin@assumptionnj.org,"NOT-FOR-PROFIT"""
"=""02""","=""0008""","=""09A""",Atlantic Christian School,391 ZION ROAD,,EGG HARBOR TWP,NJ,"=""08234""",391 Zion Road,391 Zion Road,EGG HARBOR TWP,NJ,"=""08234""","=""(609)653-1199ext.310""",Karen Oblen,Chief School Administrator,koblen@acseht.org,"NOT-FOR-PROFIT"""
"=""26""","=""0816""","=""51H""",Atlantis Preparatory School,1904 ATLANTIC AVENUE,,MANASQUAN,NJ,"=""08736""",1904 Atlantic Ave,,MANASQUAN,NJ,"=""08736""","=""(732)528-5437""",Allison Storer,Director,Allison.storer@genesishealthclubs.com,"FOR-PROFIT"""
"=""26""","=""1864""","=""08Q""",B&J Development DBA Ivy Hill Middletown,204 Wilson Ave,,Port Monmouth,NJ,"=""07758""",PO Box 23,,Rumson,NJ,"=""07760""","=""(732)787-7600""",Pamela Palma,Director,IvyHMiddletown@aol.com,"NOT-FOR-PROFIT"""
"=""14""","=""0353""","=""24D""",B'Nai Jeshurun Early Childhood Cnt,1025 SOUTH ORANGE AVENUE,,SHORT HILLS,NJ,"=""07078""",1025 SOUTH ORANGE AVENUE,,SHORT HILLS,NJ,"=""07078""","=""9736508256""",ANDREA KESSLER,Assistant Director,akessler@tbj.org,"NOT-FOR-PROFIT"""
"=""18""","=""0468""","=""31E""",Badr School,539 BERGEN AVENUE,,JERSEY CITY,NJ,"=""07304""",539 Bergen Avenue,,JERSEY CITY,NJ,"=""07304""","=""(201)435-1075""",Heba Abdel-Kader,Principal,cobaltblue160@gmail.com,"NOT-FOR-PROFIT"""
"=""30""","=""1703""","=""19C""",Bais Brocho Stolin Karlin,1755 Ridge. Ave.,,Lakewood,NJ,"=""08701""",1640 W. County Line Rd.,,Lakewood,NJ,"=""08701""","=""(347)853-1944""",Elisha Gottdiener,Dean,office@baisbrochonj.org,"NOT-FOR-PROFIT"""
"=""30""","=""0954""","=""76I""",Bais Chinuch L'Bonos Bayis Ruchel,115 CAREY STREET,,LAKEWOOD,NJ,"=""08701""",115 Carey Street,,LAKEWOOD,NJ,"=""08701""","=""(732)905-1251""",Jacob Phillip,Dean,jacob@babyjay.com,"NOT-FOR-PROFIT"""
"=""26""","=""1748""","=""03H""",Bais Chinuch L'Bonos Bayis Ruchel Inc.,152 Lanes Mill Rd,,HOWELL,NJ,"=""07731""",152 Lanes Mill Rd,,Howell,NJ,"=""07731""","=""732-886-5324 e. 111""",yoel phillip,Administrator,yphillip@baisleah.com,"NOT-FOR-PROFIT"""
"=""30""","=""2209""","=""29P""",Bais Faiga Hachodosh,725 Vassar Avenue,,Lakewood,NJ,"=""08701""",PO Box 838,,Lakewood,NJ,"=""08701""","=""(732) 370-6400""",Rabbi Yaacov Halperin,Administrator,yhalperin@lakewoodcheder.net,"NOT-FOR-PROFIT"""
"=""30""","=""0955""","=""77I""",Bais Faiga School for Girls,350 Courtney Road,,LAKEWOOD,NJ,"=""08701""",PO Box 838,,LAKEWOOD,NJ,"=""08701""","=""(732)370-6400""",Rabbi Gottesman,Manager,office@lakewoodcheder.net,"NOT-FOR-PROFIT"""
"=""30""","=""2051""","=""16K""",Bais Hachinuch L'Banos,20 Monterey Circle,,Lakewood,NJ,"=""08701""",20 Monterey Circle,,Lakewood,NJ,"=""08701""","=""(732)806-7388""",Naftalie Berger,Adminstrator,programs@bhlschool.org,"NOT-FOR-PROFIT"""
"=""30""","=""0946""","=""69I""",Bais Kaila Torah Prep Hs,100 Bais Kaila Lane,,LAKEWOOD,NJ,"=""08701""",POB 952,,LAKEWOOD,NJ,"=""08701""","=""(732)370-4300  x12""",Rabbi S.Y. Schenkolewski,Dean,schenky100@gmail.com,"NOT-FOR-PROFIT"""
"=""30""","=""1996""","=""13Q""",Bais Malka of Lakewood,388 Chestnut St.,,Lakewood,NJ,"=""08701""",388 Chestnut St.,,Lakewood,NJ,"=""08701""","=""(732)366-1500x306""",Hinda Langsam,Secretary,mrslangsam@belzlkwd.org,"NOT-FOR-PROFIT"""
"=""30""","=""0957""","=""79I""",Bais Reuven Kamenitz,831 Ridge Ave.,,LAKEWOOD,NJ,"=""08701""",831 Ridge Ave.,,LAKEWOOD,NJ,"=""08701""","=""(732)363-0579""",Miriam Harris,Resource Room Director,mharris@kamenitz.org,"NOT-FOR-PROFIT"""
"=""30""","=""0956""","=""78I""",Bais Rivka Rochel School,285 RIVER AVENUE,,LAKEWOOD,NJ,"=""08701""",285 River Avenue,,LAKEWOOD,NJ,"=""08701""","=""(732)367-4855""",Estee Lerner,Administrator,elerner@brrnj.org,"NOT-FOR-PROFIT"""
"=""30""","=""0947""","=""70I""",Bais Shaindel H S Girls,685 RIVER AVENUE,,LAKEWOOD,NJ,"=""08701""",685 River Avenue,,LAKEWOOD,NJ,"=""08701""","=""(732)363-7074 x2""",Rabbi Shlomo C. Kanarek,President,barkinchev@gmail.com,"NOT-FOR-PROFIT"""
"=""30""","=""0949""","=""72I""",Bais Tova Inc.,555 OAK STREET,,LAKEWOOD,NJ,"=""08701""",555 OAK STREET,,LAKEWOOD,NJ,"=""08701""","=""(732)901-3913""",Jonathan Sanders,Dean,yonosonsanders@gmail.com,"NOT-FOR-PROFIT"""
"=""30""","=""1688""","=""18P""",Bais Yaakov Bnos Chayil,613 Oak Street,,Lakewood,NJ,"=""08701""","426 5th St. ",,Lakewood,NJ,"=""08701""","=""(732)905-0257""",Mrs. Devorah Weinberg,Executive Director / Principal,bybnoschayil@gmail.com,"NOT-FOR-PROFIT"""
"=""32""","=""1054""","=""66J""",Bais Yaakov H S For Girls,181 PENNINGTON AVENUE,,PASSAIC,NJ,"=""07055""",181 Pennington Avenue,,PASSAIC,NJ,"=""07055""","=""(973)365-5813""",Batya Sochaczewski,"Principal, General Studies",bsochaczewski@ykop.org,"NOT-FOR-PROFIT"""
"=""30""","=""0937""","=""62I""",Bais Yaakov High School of Lakewood,277 JAMES STREET,,LAKEWOOD,NJ,"=""08701""",277 JAMES STREET,,LAKEWOOD,NJ,"=""08701""","=""(732)370-8200""",Rabbi Shlomo Katz,Director,sk@bylakewood.org,"NOT-FOR-PROFIT"""
"=""32""","=""1803""","=""06A""",Bais Yaakov Machon Ora,217 Brook Ave Suite E210,,Passaic,NJ,"=""07055""",217 Brook Ave Suite E210,,Passaic,NJ,"=""07055""","=""(973)241-1350 x103""",Devora Zheutlin,Head of School,devora.zheutlin@bymachonora.org,"NOT-FOR-PROFIT"""
"=""32""","=""1452""","=""22Q""",Bais Yaakov of Clifton,123 Industrial East,,Clifton,NJ,"=""07012""",123 Industrial East,,Clifton,NJ,"=""07012""","=""(973)472-0011""",Isaac Kagan,Adminstrator,ykagan@cliftoncheder.org,"NOT-FOR-PROFIT"""
"=""30""","=""2143""","=""25Z""",Bais Yaakov of Jackson,60 Citadel Drive,,Jackson,NJ,"=""08527""",207 Carey St.,,Lakewood,NJ,"=""08701""","=""(732)523-7597""",Nathan Zelikovitz,Board Member,byjoffice@gmail.com,"NOT-FOR-PROFIT"""
"=""04""","=""0094""","=""86A""",Barnstable Academy,8 WRIGHT WAY,,OAKLAND,NJ,"=""07436""",8 Wright Way,,OAKLAND,NJ,"=""07436""","=""(201)651-0200""",Ashley Crowley,Head of School,acrowley@Barnstableacademy.com,"FOR-PROFIT"""
